Body Type,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission,Sex_female,Sex_male,Airfryer,Grill,Microwave,Oven,Stove,Glass,Metal,Paper,Plastic
1.0,2.0,0.0,0.0,1.0,0.0,2.0,260,0.0,585,1.0,5,17,12,4,0.0,931,0,1,1,1,0,0,1,0,1,1,1
2.0,2.0,3.0,0.0,0.0,0.0,1.0,52,2.0,1,3.0,6,17,44,15,0.0,2479,1,1,0,0,1,1,0,1,0,0,1
0.0,2.0,0.0,1.0,0.0,0.0,2.0,54,2.0,25,3.0,6,0,34,7,1.0,2116,1,1,0,0,0,0,0,1,0,0,1
0.0,3.0,0.0,2.0,2.0,4.0,0.0,295,0.0,7735,2.0,3,5,7,7,1.0,3882,0,1,1,1,0,0,0,1,1,1,0
0.0,3.0,2.0,3.0,0.0,0.0,2.0,154,2.0,25,1.0,1,17,6,11,1.0,1495,1,1,0,0,1,0,1,0,0,1,1
0.0,3.0,1.0,2.0,1.0,0.0,1.0,247,0.0,1621,0.0,1,23,41,14,0.0,1585,0,1,0,0,0,1,1,0,0,1,1
2.0,2.0,0.0,3.0,1.0,0.0,2.0,186,3.0,937,3.0,6,17,6,12,0.0,3088,1,1,0,0,1,0,0,0,0,0,1
3.0,0.0,1.0,3.0,0.0,0.0,0.0,136,0.0,33,1.0,6,10,2,8,1.0,1095,1,1,0,0,1,0,0,0,1,0,1
2.0,0.0,0.0,1.0,2.0,4.0,0.0,161,1.0,2885,0.0,2,18,28,10,1.0,2494,0,1,0,0,0,1,1,1,0,1,0
2.0,3.0,0.0,0.0,1.0,0.0,2.0,262,3.0,1770,3.0,6,9,28,22,0.0,3650,0,1,1,1,0,0,1,0,1,0,1
3.0,0.0,2.0,1.0,2.0,3.0,0.0,181,1.0,5011,0.0,1,15,27,20,0.0,2466,1,1,0,0,0,0,0,1,1,1,1
3.0,0.0,0.0,2.0,2.0,4.0,0.0,72,1.0,7532,2.0,5,4,36,1,0.0,5052,0,1,1,1,0,0,0,0,1,0,1
1.0,3.0,3.0,1.0,1.0,0.0,0.0,196,1.0,1533,2.0,7,4,22,19,0.0,2274,0,1,1,1,0,1,1,0,1,0,0
0.0,2.0,0.0,1.0,2.0,2.0,2.0,270,3.0,8539,1.0,6,16,32,17,1.0,4042,1,1,0,0,1,1,0,0,0,0,0
0.0,1.0,0.0,3.0,1.0,0.0,0.0,230,3.0,1891,0.0,6,2,44,8,2.0,2385,1,1,0,0,1,1,1,0,1,1,1
2.0,2.0,3.0,2.0,2.0,1.0,2.0,78,0.0,4896,2.0,3,9,16,10,2.0,1198,1,1,0,0,0,0,1,0,1,0,1
1.0,1.0,0.0,0.0,2.0,4.0,2.0,223,3.0,3471,3.0,6,19,46,5,2.0,4166,1,1,1,1,0,1,1,0,0,0,0
1.0,0.0,3.0,1.0,2.0,1.0,0.0,162,3.0,9120,0.0,6,1,31,6,1.0,2593,0,1,1,1,1,0,1,0,0,0,0
1.0,1.0,1.0,1.0,2.0,2.0,2.0,239,1.0,7649,1.0,4,7,0,17,1.0,2412,0,1,0,0,1,1,1,1,1,0,1
2.0,0.0,2.0,3.0,0.0,0.0,1.0,195,1.0,90,0.0,1,19,6,17,2.0,1234,0,1,1,1,1,1,0,1,1,1,0
1.0,2.0,0.0,2.0,2.0,5.0,2.0,181,1.0,8961,3.0,6,11,45,19,1.0,4130,1,1,1,1,1,1,0,1,1,1,0
3.0,1.0,1.0,3.0,0.0,0.0,2.0,222,1.0,28,2.0,3,22,1,9,2.0,1564,1,1,0,0,0,0,0,0,1,0,0
2.0,0.0,0.0,3.0,1.0,0.0,0.0,74,0.0,1160,1.0,6,3,35,16,0.0,1507,1,1,0,0,0,0,0,0,1,0,1
3.0,0.0,2.0,2.0,0.0,0.0,2.0,182,0.0,98,1.0,2,0,43,10,1.0,1469,1,1,1,1,0,1,0,0,1,0,1
1.0,2.0,1.0,3.0,0.0,0.0,0.0,94,0.0,12,0.0,1,16,4,2,2.0,835,1,1,0,0,1,1,0,0,0,0,1
3.0,3.0,3.0,3.0,2.0,1.0,1.0,171,3.0,8713,0.0,6,8,45,15,0.0,3336,1,1,0,0,1,1,0,0,0,0,1
3.0,0.0,3.0,2.0,0.0,0.0,1.0,213,1.0,26,1.0,6,10,20,11,1.0,1547,0,1,1,1,0,0,1,1,1,1,1
3.0,3.0,1.0,1.0,2.0,3.0,0.0,101,2.0,1417,3.0,5,0,4,18,0.0,2724,1,1,0,0,1,1,1,1,0,0,0
0.0,0.0,2.0,3.0,0.0,0.0,0.0,236,1.0,70,2.0,6,2,23,16,0.0,1695,0,1,1,1,0,1,1,0,1,1,0
3.0,2.0,3.0,3.0,0.0,0.0,1.0,273,0.0,86,2.0,2,19,22,19,0.0,1938,0,1,1,1,0,0,0,0,1,0,0
0.0,0.0,0.0,1.0,0.0,0.0,2.0,151,0.0,79,0.0,3,17,42,15,0.0,1226,0,1,1,1,0,0,1,1,1,0,1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,249,2.0,73,1.0,6,11,35,10,1.0,1771,0,1,1,1,1,1,0,1,0,1,1
0.0,0.0,1.0,3.0,1.0,0.0,1.0,189,2.0,1508,2.0,2,11,23,20,2.0,2096,0,1,1,1,0,1,1,1,0,1,0
1.0,3.0,0.0,3.0,0.0,0.0,1.0,91,3.0,42,2.0,7,5,29,11,0.0,2963,1,1,1,1,1,0,1,0,1,0,0
2.0,3.0,1.0,0.0,2.0,3.0,1.0,192,1.0,7994,3.0,5,12,3,1,1.0,3538,1,1,0,0,0,1,1,1,0,0,0
3.0,0.0,2.0,0.0,1.0,0.0,0.0,205,1.0,1439,1.0,2,4,30,8,2.0,1144,1,1,0,0,0,1,0,1,1,0,1
0.0,0.0,1.0,0.0,2.0,2.0,2.0,277,0.0,133,0.0,7,17,6,3,0.0,689,1,1,1,1,1,0,0,1,0,0,1
2.0,0.0,2.0,0.0,0.0,0.0,2.0,239,0.0,80,1.0,1,21,33,7,2.0,1021,1,1,0,0,1,1,1,0,1,0,1
1.0,2.0,3.0,3.0,0.0,0.0,0.0,174,3.0,89,3.0,3,2,2,10,1.0,2308,1,1,0,0,1,0,0,1,0,0,0
3.0,0.0,1.0,0.0,2.0,2.0,1.0,70,3.0,800,0.0,1,16,22,7,0.0,2237,1,1,1,1,0,1,1,0,0,1,0
1.0,3.0,2.0,2.0,1.0,0.0,1.0,294,0.0,1582,2.0,2,11,9,7,2.0,1421,0,1,0,0,1,1,0,1,1,0,0
3.0,3.0,0.0,3.0,1.0,0.0,1.0,285,2.0,635,3.0,6,22,36,1,1.0,3031,1,1,1,1,0,1,1,0,1,1,0
3.0,0.0,1.0,2.0,0.0,0.0,1.0,138,1.0,36,3.0,4,18,39,22,1.0,2158,1,1,0,0,0,1,0,0,0,0,1
3.0,0.0,1.0,3.0,2.0,4.0,1.0,106,1.0,2225,1.0,7,7,1,3,1.0,2536,0,1,0,0,0,1,1,1,1,0,1
1.0,0.0,2.0,3.0,2.0,5.0,2.0,61,0.0,1642,2.0,1,24,37,2,1.0,1793,0,1,0,0,0,1,0,0,0,1,1
2.0,0.0,3.0,0.0,2.0,2.0,0.0,94,2.0,8345,2.0,2,19,34,13,1.0,3502,0,1,0,0,0,1,1,0,0,0,0
0.0,1.0,2.0,3.0,0.0,0.0,1.0,224,0.0,20,2.0,7,23,37,23,1.0,1868,0,1,0,0,1,1,0,1,1,1,1
3.0,1.0,0.0,0.0,1.0,0.0,0.0,216,1.0,365,1.0,5,14,9,22,1.0,1141,1,1,0,0,1,1,1,1,1,0,1
2.0,1.0,2.0,0.0,1.0,0.0,1.0,70,3.0,594,2.0,3,11,30,14,0.0,2024,1,1,1,1,1,1,1,1,1,1,1
1.0,1.0,1.0,2.0,1.0,0.0,0.0,222,0.0,477,3.0,6,16,10,4,1.0,1520,0,1,1,1,0,0,0,1,0,0,0
2.0,3.0,2.0,2.0,2.0,5.0,0.0,226,3.0,2541,0.0,3,20,0,22,2.0,2938,1,1,1,1,0,1,0,1,1,0,0
1.0,0.0,2.0,0.0,2.0,2.0,1.0,209,2.0,7440,2.0,5,17,47,9,1.0,3060,1,1,1,1,1,1,0,1,0,0,1
1.0,2.0,1.0,0.0,1.0,0.0,0.0,276,0.0,1948,1.0,5,11,46,22,2.0,1210,1,1,1,1,0,1,1,1,1,1,0
0.0,3.0,2.0,1.0,2.0,2.0,1.0,264,3.0,4355,0.0,6,19,3,15,1.0,3272,0,1,1,1,1,0,0,0,0,0,0
3.0,1.0,1.0,3.0,1.0,0.0,1.0,53,2.0,1586,2.0,3,18,48,12,2.0,2745,1,1,1,1,1,0,1,0,0,0,1
2.0,2.0,2.0,3.0,2.0,5.0,1.0,235,1.0,6129,1.0,6,0,35,16,1.0,4046,0,1,0,0,1,1,0,1,0,0,1
0.0,2.0,3.0,2.0,0.0,0.0,1.0,245,2.0,19,3.0,7,0,43,1,1.0,2670,0,1,1,1,1,0,0,0,1,0,1
1.0,3.0,0.0,2.0,0.0,0.0,2.0,66,1.0,31,3.0,5,23,30,0,1.0,1725,1,1,0,0,1,1,1,0,1,0,0
2.0,3.0,2.0,3.0,0.0,0.0,0.0,276,2.0,84,3.0,5,24,30,7,2.0,2548,1,1,1,1,1,1,1,1,1,0,1
0.0,3.0,3.0,2.0,2.0,2.0,2.0,179,0.0,3569,0.0,6,13,48,21,2.0,2119,1,1,1,1,1,1,0,1,0,1,0
0.0,2.0,0.0,0.0,2.0,5.0,2.0,55,0.0,5356,2.0,5,21,10,3,0.0,1940,1,1,1,1,1,1,0,0,0,0,0
2.0,0.0,0.0,0.0,1.0,0.0,2.0,78,0.0,155,1.0,4,23,30,3,1.0,1273,0,1,0,0,1,0,0,1,0,0,0
3.0,0.0,1.0,2.0,1.0,0.0,0.0,59,0.0,1885,1.0,4,16,26,7,1.0,1156,1,1,1,1,0,1,0,1,1,0,1
0.0,2.0,2.0,1.0,0.0,0.0,2.0,176,0.0,20,3.0,2,22,35,19,2.0,1734,0,1,1,1,0,1,0,0,1,0,0
0.0,3.0,3.0,0.0,1.0,0.0,0.0,252,2.0,957,3.0,7,18,50,21,2.0,2712,0,1,0,0,0,0,0,0,1,1,1
0.0,1.0,0.0,1.0,1.0,0.0,1.0,284,0.0,1046,0.0,2,14,26,1,0.0,1003,0,1,0,0,0,1,1,1,1,0,0
0.0,3.0,3.0,0.0,2.0,3.0,1.0,97,3.0,5569,1.0,6,23,42,20,1.0,4255,0,1,0,0,0,1,0,1,0,1,0
1.0,2.0,1.0,0.0,2.0,5.0,0.0,240,2.0,539,0.0,6,19,6,11,0.0,1193,1,1,0,0,0,1,1,0,1,1,0
2.0,2.0,0.0,2.0,1.0,0.0,0.0,162,3.0,672,0.0,6,0,49,18,0.0,3272,0,1,0,0,1,0,0,0,0,1,0
1.0,2.0,2.0,3.0,0.0,0.0,0.0,67,0.0,84,2.0,2,9,11,19,2.0,1335,0,1,1,1,0,1,1,0,0,0,0
0.0,1.0,0.0,0.0,2.0,5.0,2.0,56,3.0,5738,1.0,3,2,37,4,0.0,3164,1,1,0,0,1,0,0,0,0,1,0
1.0,1.0,2.0,3.0,0.0,0.0,2.0,151,2.0,5,3.0,4,13,26,11,2.0,2122,1,1,0,0,0,0,1,0,0,1,1
1.0,0.0,1.0,1.0,2.0,4.0,1.0,225,0.0,1019,3.0,7,9,6,23,0.0,2106,0,1,0,0,0,0,0,1,0,0,1
2.0,2.0,0.0,1.0,2.0,4.0,2.0,52,1.0,9117,2.0,7,9,17,13,0.0,5258,0,1,1,1,0,1,1,1,1,1,0
1.0,2.0,1.0,1.0,0.0,0.0,1.0,183,3.0,98,1.0,5,18,9,21,0.0,2263,1,1,0,0,1,0,0,0,1,0,0
3.0,2.0,0.0,2.0,2.0,2.0,1.0,109,0.0,5984,0.0,5,6,15,3,0.0,1965,1,1,0,0,0,0,1,0,0,1,0
1.0,2.0,3.0,1.0,2.0,3.0,2.0,175,1.0,8203,2.0,1,9,49,2,1.0,3317,1,1,0,0,1,1,0,1,0,1,1
3.0,1.0,1.0,3.0,0.0,0.0,0.0,52,3.0,43,1.0,4,11,5,6,1.0,2372,1,1,1,1,0,1,1,0,1,1,0
3.0,3.0,3.0,1.0,2.0,3.0,0.0,208,3.0,1375,2.0,3,14,34,11,2.0,3892,0,1,0,0,1,0,1,1,0,1,1
2.0,1.0,0.0,1.0,2.0,5.0,2.0,124,0.0,1632,0.0,7,22,3,6,0.0,1256,1,1,0,0,0,1,0,1,1,0,0
0.0,1.0,0.0,3.0,1.0,0.0,0.0,192,3.0,1509,2.0,2,22,0,4,1.0,2208,0,1,0,0,1,1,0,1,1,0,1
3.0,0.0,1.0,3.0,1.0,0.0,2.0,221,1.0,1718,0.0,5,14,26,14,2.0,2176,0,1,1,1,1,1,1,1,1,0,1
1.0,3.0,1.0,2.0,0.0,0.0,2.0,181,2.0,41,2.0,3,22,41,6,1.0,2390,0,1,1,1,0,1,1,0,1,0,1
1.0,0.0,1.0,3.0,2.0,1.0,2.0,140,3.0,2496,2.0,1,2,44,17,0.0,2773,0,1,1,1,1,1,0,1,1,0,1
0.0,3.0,2.0,2.0,2.0,4.0,2.0,299,1.0,846,1.0,6,19,10,3,0.0,2191,0,1,1,1,1,0,0,0,0,0,1
3.0,0.0,1.0,3.0,1.0,0.0,0.0,62,2.0,1151,0.0,2,12,20,0,0.0,1888,0,1,0,0,1,0,1,1,0,0,1
3.0,1.0,3.0,0.0,0.0,0.0,2.0,122,1.0,31,2.0,4,3,48,9,1.0,2338,0,1,0,0,1,0,1,0,0,0,1
3.0,3.0,0.0,3.0,2.0,5.0,1.0,284,1.0,1765,0.0,2,4,46,20,1.0,2688,1,1,0,0,1,1,1,0,1,0,0
2.0,3.0,0.0,1.0,1.0,0.0,2.0,51,3.0,911,3.0,7,18,38,20,2.0,4049,0,1,0,0,0,1,1,1,0,0,0
1.0,2.0,3.0,3.0,0.0,0.0,0.0,259,3.0,61,3.0,5,18,31,2,0.0,2742,1,1,1,1,1,1,1,1,0,1,1
0.0,3.0,0.0,3.0,2.0,1.0,2.0,65,0.0,4256,3.0,1,24,18,3,0.0,846,1,1,1,1,0,0,0,1,1,1,0
0.0,3.0,0.0,0.0,2.0,1.0,0.0,144,0.0,1382,1.0,3,5,22,24,1.0,735,1,1,0,0,0,1,1,0,1,1,1
2.0,3.0,0.0,2.0,1.0,0.0,0.0,95,3.0,1149,2.0,2,10,46,24,2.0,2756,1,1,1,1,1,1,1,1,1,0,1
0.0,2.0,2.0,0.0,1.0,0.0,0.0,280,1.0,137,1.0,5,18,14,22,1.0,1219,0,1,1,1,1,0,0,0,1,1,0
3.0,2.0,3.0,2.0,1.0,0.0,2.0,53,2.0,1830,3.0,1,20,22,7,0.0,2093,0,1,1,1,0,0,0,1,1,0,1
0.0,2.0,1.0,1.0,2.0,2.0,2.0,188,0.0,2810,1.0,6,8,42,4,1.0,1850,0,1,0,0,0,0,0,1,1,1,1
1.0,0.0,0.0,0.0,2.0,3.0,1.0,240,2.0,5162,3.0,1,12,42,3,1.0,3110,0,1,0,0,1,0,1,1,0,0,1
3.0,0.0,0.0,0.0,1.0,0.0,1.0,283,0.0,658,3.0,1,7,50,10,0.0,1197,1,1,1,1,0,0,1,1,0,1,1
3.0,1.0,0.0,0.0,1.0,0.0,2.0,223,0.0,1121,0.0,2,22,4,21,1.0,691,1,1,0,0,1,1,1,0,1,1,1
2.0,1.0,0.0,0.0,0.0,0.0,2.0,187,3.0,74,0.0,6,19,22,11,2.0,2308,1,1,1,1,0,0,1,0,1,1,0
1.0,1.0,3.0,1.0,2.0,5.0,2.0,255,1.0,1273,2.0,2,18,38,24,0.0,2191,0,1,1,1,1,0,1,1,0,0,1
2.0,3.0,0.0,3.0,2.0,3.0,1.0,139,0.0,7757,2.0,5,22,35,0,2.0,4186,0,1,0,0,0,0,1,1,1,1,1
0.0,3.0,0.0,0.0,2.0,2.0,1.0,154,3.0,9772,1.0,2,2,7,18,2.0,3649,0,1,0,0,0,0,1,0,1,0,1
2.0,3.0,3.0,1.0,2.0,1.0,2.0,237,0.0,8400,2.0,3,3,16,17,0.0,1467,1,1,0,0,0,1,1,0,0,1,1
2.0,1.0,3.0,3.0,1.0,0.0,0.0,135,3.0,652,2.0,1,7,17,11,0.0,2374,1,1,1,1,0,1,0,0,0,0,1
2.0,0.0,2.0,3.0,1.0,0.0,0.0,94,1.0,1430,2.0,4,15,5,11,1.0,1616,0,1,0,0,1,1,0,0,1,0,0
3.0,0.0,1.0,2.0,2.0,1.0,1.0,225,0.0,5955,1.0,1,12,48,0,0.0,1644,0,1,0,0,0,1,0,0,0,0,1
1.0,2.0,2.0,3.0,0.0,0.0,2.0,87,1.0,42,3.0,7,9,42,20,0.0,2636,0,1,0,0,1,1,0,1,1,0,0
3.0,0.0,3.0,1.0,1.0,0.0,1.0,54,0.0,1159,0.0,1,15,32,2,0.0,1127,0,1,0,0,0,0,1,1,1,0,1
3.0,0.0,3.0,0.0,2.0,5.0,1.0,216,3.0,944,1.0,3,16,6,6,0.0,2525,0,1,0,0,0,1,0,0,1,1,1
1.0,3.0,3.0,2.0,2.0,5.0,1.0,93,1.0,8932,3.0,7,13,33,12,2.0,4440,0,1,0,0,0,0,0,0,1,1,0
0.0,0.0,0.0,1.0,2.0,4.0,2.0,290,1.0,5507,0.0,7,3,22,4,1.0,3598,0,1,1,1,1,0,1,0,0,0,1
2.0,0.0,1.0,0.0,1.0,0.0,0.0,154,1.0,404,2.0,6,20,12,0,1.0,1141,0,1,0,0,1,1,1,0,1,1,1
2.0,1.0,3.0,0.0,1.0,0.0,0.0,258,2.0,165,3.0,7,11,18,19,1.0,2343,1,1,0,0,1,1,0,1,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,196,2.0,8,3.0,2,16,19,3,1.0,1279,1,1,1,1,1,1,1,1,1,0,1
0.0,3.0,1.0,2.0,0.0,0.0,2.0,87,1.0,89,3.0,2,2,28,8,1.0,1279,1,1,0,0,1,0,1,0,0,0,1
2.0,2.0,0.0,3.0,1.0,0.0,2.0,207,2.0,1891,1.0,2,14,47,20,2.0,2908,0,1,0,0,0,0,0,0,0,1,0
3.0,2.0,3.0,2.0,1.0,0.0,0.0,178,0.0,1281,2.0,7,1,26,20,2.0,1981,0,1,0,0,0,0,0,1,1,1,0
0.0,0.0,1.0,3.0,0.0,0.0,1.0,194,3.0,29,3.0,6,4,11,4,0.0,2242,1,1,1,1,0,0,0,0,1,1,1
0.0,2.0,3.0,2.0,1.0,0.0,2.0,236,1.0,1190,2.0,7,20,38,10,0.0,2434,0,1,1,1,1,1,0,0,1,0,0
1.0,1.0,0.0,3.0,0.0,0.0,1.0,269,3.0,0,3.0,6,4,19,3,2.0,3220,0,1,1,1,0,0,0,1,1,0,0
1.0,0.0,2.0,2.0,1.0,0.0,2.0,89,0.0,862,3.0,2,6,12,20,2.0,1160,0,1,0,0,0,0,0,1,0,1,0
3.0,0.0,2.0,0.0,2.0,4.0,2.0,144,0.0,2898,2.0,3,0,40,4,1.0,2432,1,1,1,1,1,0,1,1,0,1,1
1.0,1.0,2.0,2.0,1.0,0.0,0.0,233,3.0,7,2.0,2,21,45,10,0.0,2931,0,1,0,0,1,1,1,1,0,0,1
2.0,2.0,0.0,3.0,0.0,0.0,0.0,208,1.0,34,2.0,3,17,14,7,1.0,1588,0,1,0,0,0,1,0,1,1,0,0
0.0,3.0,3.0,0.0,1.0,0.0,1.0,90,3.0,568,1.0,4,8,23,6,2.0,2236,0,1,0,0,1,1,0,1,1,0,1
1.0,2.0,1.0,1.0,2.0,1.0,1.0,99,0.0,5480,3.0,1,17,49,2,0.0,1231,0,1,1,1,1,0,1,0,1,1,0
0.0,1.0,0.0,0.0,2.0,1.0,1.0,246,3.0,7408,1.0,1,22,44,2,2.0,1913,1,1,1,1,0,0,0,0,1,1,0
3.0,0.0,3.0,3.0,2.0,2.0,2.0,158,1.0,4980,1.0,3,2,47,3,0.0,2890,1,1,1,1,0,1,1,0,0,0,0
0.0,3.0,0.0,0.0,1.0,0.0,0.0,190,0.0,1342,1.0,3,5,43,7,0.0,1071,0,1,0,0,0,0,0,0,1,1,1
2.0,3.0,3.0,0.0,1.0,0.0,2.0,133,0.0,1133,0.0,6,8,36,6,2.0,1428,0,1,1,1,1,0,1,1,1,0,1
0.0,2.0,0.0,0.0,2.0,4.0,1.0,222,1.0,3946,2.0,6,21,0,21,1.0,2278,1,1,1,1,0,1,1,0,1,0,1
3.0,0.0,3.0,3.0,0.0,0.0,1.0,176,1.0,24,3.0,4,4,50,23,0.0,2610,0,1,0,0,1,0,0,1,0,1,0
1.0,2.0,3.0,1.0,2.0,5.0,2.0,82,3.0,4382,1.0,2,18,32,14,1.0,3292,1,1,0,0,0,1,1,0,1,1,0
2.0,0.0,2.0,3.0,2.0,5.0,1.0,295,1.0,6895,3.0,1,24,46,23,0.0,3566,1,1,1,1,1,0,0,1,0,1,1
3.0,1.0,0.0,2.0,0.0,0.0,0.0,101,1.0,42,1.0,4,5,20,4,0.0,1330,1,1,1,1,1,1,0,0,0,0,1
0.0,1.0,3.0,0.0,2.0,4.0,1.0,166,3.0,3711,0.0,2,0,20,0,1.0,2831,1,1,0,0,0,0,1,0,0,0,1
0.0,2.0,3.0,1.0,2.0,2.0,2.0,193,0.0,3538,0.0,3,3,21,4,0.0,1452,1,1,1,1,0,1,1,0,0,1,1
3.0,3.0,3.0,0.0,0.0,0.0,1.0,193,0.0,58,3.0,6,17,31,23,2.0,1843,1,1,1,1,1,1,0,1,1,1,1
3.0,1.0,3.0,0.0,2.0,3.0,0.0,194,1.0,7876,1.0,6,8,31,2,2.0,4707,0,1,1,1,0,0,1,0,0,0,0
1.0,2.0,3.0,0.0,1.0,0.0,0.0,253,3.0,326,0.0,5,4,45,18,0.0,2604,0,1,1,1,0,0,0,1,1,0,0
3.0,2.0,3.0,2.0,1.0,0.0,2.0,128,3.0,1706,3.0,2,23,24,8,1.0,3308,0,1,0,0,1,1,0,0,1,0,1
1.0,2.0,2.0,1.0,1.0,0.0,1.0,125,0.0,241,3.0,1,15,32,8,2.0,1103,1,1,0,0,1,1,1,1,1,0,0
2.0,0.0,2.0,0.0,0.0,0.0,1.0,68,3.0,94,0.0,2,19,47,11,1.0,2438,0,1,0,0,1,0,0,0,1,1,0
1.0,1.0,1.0,2.0,2.0,2.0,0.0,57,2.0,2380,2.0,3,16,21,23,0.0,1968,1,1,0,0,1,0,1,1,0,0,1
2.0,1.0,1.0,0.0,2.0,4.0,1.0,147,3.0,4095,0.0,2,6,24,19,1.0,3497,1,1,1,1,1,1,0,1,1,1,1
2.0,0.0,1.0,1.0,2.0,2.0,1.0,295,3.0,5981,3.0,7,1,15,19,0.0,4529,0,1,0,0,0,0,0,0,0,0,0
2.0,2.0,0.0,2.0,2.0,1.0,1.0,122,0.0,2130,3.0,3,0,7,6,0.0,993,1,1,1,1,1,0,1,0,0,1,0
0.0,3.0,3.0,1.0,0.0,0.0,0.0,251,1.0,92,3.0,4,21,50,7,1.0,1906,1,1,0,0,1,1,1,0,1,0,0
3.0,2.0,1.0,0.0,0.0,0.0,0.0,260,1.0,68,2.0,4,24,29,21,0.0,1295,1,1,1,1,0,0,1,1,1,1,1
2.0,2.0,2.0,3.0,2.0,3.0,0.0,212,0.0,6042,2.0,3,9,4,17,0.0,2604,1,1,0,0,0,1,1,0,1,1,1
1.0,3.0,3.0,3.0,2.0,1.0,2.0,209,3.0,3550,2.0,5,7,32,12,2.0,3389,0,1,0,0,1,0,1,0,1,0,0
3.0,3.0,2.0,0.0,0.0,0.0,2.0,84,1.0,76,0.0,3,11,20,3,1.0,1116,1,1,0,0,1,0,0,0,1,0,0
0.0,1.0,1.0,3.0,2.0,4.0,0.0,96,1.0,3631,1.0,4,3,21,22,1.0,2474,1,1,0,0,0,1,1,1,0,0,0
1.0,1.0,3.0,2.0,0.0,0.0,1.0,113,1.0,77,2.0,4,9,28,15,2.0,1586,0,1,1,1,0,0,0,0,0,1,1
1.0,3.0,1.0,2.0,1.0,0.0,1.0,207,1.0,1064,3.0,4,15,39,2,1.0,1954,0,1,0,0,0,1,1,1,1,1,0
2.0,1.0,3.0,0.0,2.0,5.0,0.0,179,1.0,4619,2.0,6,11,43,1,2.0,3509,0,1,1,1,1,1,1,1,0,0,0
1.0,3.0,1.0,0.0,2.0,5.0,1.0,240,2.0,3228,2.0,1,23,3,24,0.0,2343,0,1,1,1,1,1,1,1,1,0,1
3.0,3.0,0.0,1.0,1.0,0.0,1.0,76,2.0,1424,3.0,2,11,33,6,2.0,2389,0,1,1,1,0,0,1,1,1,0,0
2.0,1.0,1.0,3.0,1.0,0.0,1.0,268,1.0,630,1.0,2,2,4,0,0.0,1510,0,1,0,0,0,1,1,0,0,0,1
3.0,2.0,3.0,3.0,2.0,3.0,2.0,144,2.0,6547,2.0,4,11,47,17,0.0,5572,0,1,1,1,1,0,1,0,0,1,0
2.0,2.0,1.0,3.0,2.0,1.0,1.0,149,2.0,5334,0.0,2,5,42,14,1.0,2127,1,1,0,0,1,0,0,0,0,0,1
0.0,2.0,1.0,3.0,2.0,1.0,1.0,85,2.0,6917,2.0,7,16,26,14,2.0,2077,1,1,1,1,1,1,1,1,1,0,0
3.0,1.0,2.0,2.0,1.0,0.0,1.0,280,3.0,651,0.0,1,24,45,2,0.0,3170,0,1,0,0,0,1,1,0,1,1,0
2.0,0.0,2.0,0.0,0.0,0.0,2.0,147,0.0,20,1.0,4,13,17,16,2.0,1096,0,1,0,0,1,1,0,1,0,1,0
1.0,0.0,0.0,3.0,1.0,0.0,2.0,202,2.0,1393,1.0,3,17,5,14,2.0,1650,1,1,1,1,1,1,0,0,1,1,0
2.0,1.0,1.0,0.0,1.0,0.0,0.0,223,3.0,1062,3.0,1,12,34,24,1.0,2132,1,1,0,0,1,0,0,1,0,1,1
0.0,2.0,0.0,1.0,2.0,2.0,0.0,70,2.0,8370,3.0,5,22,14,21,0.0,3388,0,1,1,1,1,0,1,0,1,0,1
0.0,0.0,2.0,1.0,2.0,2.0,2.0,201,1.0,7898,3.0,6,21,24,16,1.0,2829,1,1,1,1,1,1,0,1,0,1,0
3.0,3.0,0.0,1.0,1.0,0.0,0.0,292,0.0,1010,1.0,3,0,36,14,2.0,1989,0,1,1,1,1,0,1,1,0,1,0
0.0,1.0,3.0,1.0,0.0,0.0,2.0,60,2.0,66,0.0,3,6,41,21,2.0,1617,1,1,1,1,1,1,1,0,1,1,1
2.0,0.0,1.0,1.0,0.0,0.0,2.0,74,3.0,65,2.0,2,0,29,14,1.0,2470,1,1,0,0,1,1,0,0,1,0,0
1.0,3.0,3.0,2.0,1.0,0.0,1.0,59,2.0,881,0.0,6,11,48,11,0.0,2225,0,1,1,1,0,1,0,1,1,0,0
3.0,3.0,2.0,0.0,2.0,4.0,2.0,277,3.0,6135,0.0,1,13,2,16,1.0,5370,0,1,0,0,1,0,1,1,0,0,0
2.0,1.0,0.0,1.0,1.0,0.0,2.0,114,2.0,1798,2.0,1,21,7,16,2.0,1871,1,1,1,1,0,1,1,1,0,0,0
1.0,2.0,0.0,0.0,0.0,0.0,0.0,185,3.0,13,3.0,6,13,42,23,2.0,2405,1,1,0,0,0,0,1,1,1,1,1
3.0,3.0,0.0,0.0,2.0,2.0,2.0,196,3.0,4296,3.0,7,20,1,10,1.0,4069,1,1,1,1,0,1,1,1,0,0,1
